70,20
70,35
84,20
84,31
84,42
98,20
98,34
98,49
110,20
110,30
110,42
110,55
125,20
125,28
125,39
125,51
125,62
183,20
183,30
183,50
183,71
183,91
279,20
279,30
279,60
279,91
279,116
279,139
414,20
414,30
414,60
414,91
414,149
414,207
588,20
588,30
588,91
588,159
588,226
588,294
800,20
800,30
800,91
800,168
800,246
800,323
800,400
